-1	qid:1	1:0	2:11.434075	3:13.923245	4:0	5:13.337366	6:7.407669	7:9.361648	8:0	# My Death My Decision logo.png	cs|.my
-1	qid:417	1:0	2:14.584505	3:15.178647	4:0	5:18.246595	6:16.202984	7:0	8:0	# Childbirth Chop Suey 2017 (37787802334).jpg	en|childbirth
1	qid:417	1:0	2:16.585346	3:10.995996	4:0	5:19.334091	6:0	7:0	8:0	# Childbirth labor.jpg	en|childbirth
-1	qid:417	1:0	2:12.074936	3:14.876151	4:0	5:16.185371	6:15.973227	7:0	8:0	# Childbirth with Lisa Prank Chop Suey 2017 (38471190952).jpg	en|childbirth
-1	qid:417	1:0	2:0	3:0	4:8.46465	5:12.929467	6:0	7:0	8:0	# Wall relief Kom Ombo. Isis.jpg	en|childbirth
1	qid:417	1:0	2:16.210539	3:15.306225	4:0	5:0	6:13.115207	7:0	8:0	# Infant at Childbirth.jpg	en|childbirth
-1	qid:417	1:0	2:12.875614	3:0	4:0	5:17.180687	6:16.279001	7:0	8:0	# Two ceramic plates with childbirth scenes Wellcome L0027434.jpg	en|childbirth
-1	qid:417	1:0	2:13.470275	3:9.479302	4:0	5:17.979652	6:17.805302	7:0	8:0	# Childbirth, from H. Deventer "Operationes Chirurgicae..." Wellcome L0013513.jpg	en|childbirth
1	qid:417	1:9.97978	2:0	3:0	4:0	5:0	6:12.637079	7:10.721855	8:0	# Part de costat.jpg	en|childbirth
1	qid:417	1:0	2:0	3:15.960131	4:0	5:0	6:0	7:0	8:0	# The First Breath of Life.jpg	en|childbirth
-1	qid:418	1:0	2:9.478389	3:6.650478	4:0	5:12.068198	6:8.804766	7:0	8:0	# 20160709 Ballenstedt RockHarz Children of Bodom 0002 Children of Bodom.jpg	en|children
0	qid:418	1:0	2:8.899332	3:6.2105203	4:8.521532	5:11.982753	6:8.957129	7:0	8:0	# Flower Children-0022-8.png	en|children
-1	qid:418	1:0	2:0	3:3.980338	4:0	5:0	6:7.852199	7:0	8:0	# A Brouhot car in Paris, 1910.jpg	en|children
1	qid:418	1:0	2:8.8838005	3:0	4:0	5:11.081686	6:11.434867	7:0	8:0	# Connecting children with nature.jpg	en|children
1	qid:418	1:10.1184845	2:10.081466	3:5.2821283	4:0	5:11.814082	6:0	7:7.487029	8:9.15541	# Children swinging.jpg	en|children
1	qid:418	1:0	2:0	3:5.5755606	4:0	5:0	6:0	7:0	8:9.244519	# Young Indian girl, Raisen district, Madhya Pradesh.jpg	en|children
1	qid:418	1:0	2:8.3886175	3:8.298134	4:8.016605	5:11.956423	6:7.261399	7:0	8:0	# Five children on a motorcycle.jpg	en|children
1	qid:418	1:0	2:0	3:11.702379	4:0	5:0	6:0	7:0	8:0	# PikiWiki Israel 3627 Jewish holidays.jpg	en|children
-1	qid:418	1:0	2:0	3:0	4:8.377149	5:8.387739	6:6.25118	7:0	8:0	# Charlayne Hunter-Gault and Xoliswa Sithole, May 2011 (3).jpg	en|children
-1	qid:418	1:0	2:10.073677	3:0	4:0	5:0	6:6.5989537	7:0	8:0	# Sheba children.jpg	en|children
1	qid:419	1:0	2:25.760979	3:31.765198	4:0	5:32.832314	6:38.597603	7:0	8:0	# Église St Georges Chilly Vignoble 1.jpg	vi|Chilly-le-Vignoble
1	qid:419	1:0	2:0	3:34.64251	4:0	5:0	6:36.283394	7:0	8:0	# Tombe de Charles Chamberland.jpg	vi|Chilly-le-Vignoble
1	qid:419	1:0	2:24.618633	3:30.357368	4:0	5:31.585894	6:38.189896	7:0	8:0	# Église St Georges Chilly Vignoble 2.jpg	vi|Chilly-le-Vignoble
-1	qid:42	1:0	2:0	3:0	4:0	5:0	6:25.780165	7:0	8:0	# Jamilur Reza Choudhury by Nasir Khan Saikat (1-1).jpg	bn|২৮_জুন
-1	qid:42	1:0	2:0	3:0	4:0	5:0	6:27.035152	7:0	8:0	# Jamilur Reza Choudhury (JRC).jpg	bn|২৮_জুন
-1	qid:42	1:0	2:0	3:0	4:0	5:0	6:27.728447	7:0	8:0	# Jamilur Reza Choudhury by Nasir Khan Saikat (3).jpg	bn|২৮_জুন
0	qid:420	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:12.205437	# Chaozhou Guangji Men 2013.10.26 15-37-46.jpg	en|china
-1	qid:420	1:8.452172	2:0	3:0	4:0	5:0	6:0	7:10.590031	8:0	# Large Cayenne.jpg	en|china
0	qid:420	1:0	2:8.401875	3:6.840098	4:0	5:9.888644	6:0	7:0	8:0	# China Tianjin 5227641.jpg	en|china
-1	qid:420	1:0	2:5.417651	3:0	4:0	5:7.8390474	6:5.312816	7:0	8:0	# The Facts and China’s Position on China-US Trade Friction - Diagram 1.png	en|china
0	qid:420	1:6.5115833	2:0	3:5.6059723	4:0	5:0	6:0	7:6.6586	8:0	# 夜·杭州东站.jpg	en|china
-1	qid:420	1:0	2:0	3:6.8231235	4:0	5:0	6:0	7:11.387735	8:0	# 流沙坠简.png	en|china
1	qid:420	1:4.7492394	2:0	3:5.987601	4:0	5:0	6:3.5616763	7:4.8602767	8:12.118942	# 1 zhangjiajie huangshizhai wulingyuan panorama 2012.jpg	en|china
-1	qid:420	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Zürich public transport system map (with stations).png	en|china
0	qid:420	1:0	2:0	3:0	4:0	5:0	6:0	7:11.360437	8:0	# Guangzhou Su Shaoji Mu 20190205.155556.jpg	en|china
0	qid:420	1:0	2:0	3:4.933211	4:0	5:0	6:0	7:1.5340425	8:0	# Boxerspamphlet.png	en|china
0	qid:421	1:8.402039	2:8.346774	3:9.329821	4:0	5:10.124663	6:8.189188	7:11.765488	8:0	# China Seychelles Locator.png	en|china map
-1	qid:421	1:0	2:4.620405	3:2.0680528	4:0	5:6.30815	6:6.307017	7:0	8:0	# Nizhny Novgorod public transport system map (with stations).png	en|china map
-1	qid:421	1:0	2:4.8587213	3:8.052705	4:6.459398	5:7.705165	6:6.4189024	7:0	8:0	# CIA World Factbook map of Singapore (Chinese).png	en|china map
1	qid:421	1:0	2:8.377936	3:9.09572	4:7.326325	5:11.16935	6:7.01958	7:0	8:0	# China Georgia Locator.png	en|china map
0	qid:421	1:0	2:14.408934	3:1.808369	4:0	5:10.161473	6:9.192902	7:0	8:0	# China Kagoshima Map.png	en|china map
0	qid:421	1:8.800321	2:0	3:7.0982566	4:0	5:0	6:8.729176	7:14.598124	8:0	# Magnae Tartariae, Magni Mogolis Imperii, Iaponiae et Chinae nova descriptio.jpg	en|china map
1	qid:421	1:9.390303	2:11.536972	3:8.909352	4:0	5:15.689599	6:11.947853	7:13.340716	8:0	# 1892 map of China by Mingjie Liu.jpg	en|china map
-1	qid:421	1:0	2:4.8330154	3:2.0685852	4:0	5:6.4658594	6:6.284075	7:0	8:0	# Stuttgart public transport system map (with stations).png	en|china map
1	qid:421	1:0	2:14.370027	3:7.279395	4:7.0631924	5:9.573061	6:10.394097	7:0	8:0	# China CIA map.png	en|china map
-1	qid:421	1:0	2:0	3:7.5668163	4:0	5:0	6:3.8951945	7:0	8:0	# 偽廣東省政府正門.jpg	en|china map
1	qid:422	1:0	2:0	3:16.424755	4:0	5:0	6:10.609233	7:0	8:0	# Sichuan grey.jpg	en|china provinces
0	qid:422	1:16.636452	2:16.765535	3:6.533424	4:0	5:20.468006	6:18.4465	7:26.761227	8:0	# China- Its State and Prospects - The Maritime Provinces of China.png	en|china provinces
1	qid:422	1:0	2:20.24966	3:11.878069	4:0	5:26.374413	6:0	7:9.172517	8:0	# China provinces shaanxi.png	en|china provinces
-1	qid:422	1:7.013833	2:13.050389	3:16.307194	4:0	5:18.91142	6:13.8775835	7:16.0961	8:0	# 500 Yuan, Central Bank of China, Nine Northeastern Provinces branch (1946) 01.jpg	en|china provinces
1	qid:422	1:10.928369	2:21.56955	3:3.9412303	4:0	5:10.444981	6:13.487629	7:14.925398	8:0	# China provinces.png	en|china provinces
1	qid:422	1:0	2:0	3:6.642925	4:0	5:0	6:0	7:9.334472	8:0	# Chinamap1812.jpg	en|china provinces
1	qid:423	1:0	2:39.69176	3:30.270689	4:0	5:0	6:40.662132	7:0	8:0	# Chiropetalum berteroanum.jpg	vi|Chiropetalum_berteroanum
1	qid:424	1:0	2:16.777126	3:10.871742	4:0	5:20.192207	6:17.95022	7:0	8:0	# Chiropractor - DPLA - 8856522e143b281c99619738bb4db2cd.jpg	en|chiropractor
-1	qid:424	1:0	2:0	3:0	4:0	5:0	6:16.233503	7:0	8:0	# Building on main street - Stevenson, Washington.jpg	en|chiropractor
-1	qid:424	1:0	2:0	3:0	4:0	5:0	6:19.826239	7:0	8:0	# Chiropractors In Phoenix PHX 85014.jpg	en|chiropractor
1	qid:424	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.395914	# Marbel heath palmer.JPG	en|chiropractor
0	qid:424	1:0	2:18.070414	3:0	4:0	5:0	6:24.5052	7:0	8:0	# Pie Town Chiropractor.jpg	en|chiropractor
-1	qid:424	1:0	2:14.645303	3:0	4:11.8162775	5:0	6:15.301511	7:0	8:0	# Front Street El Paso Illinois Chiropractor.jpg	en|chiropractor
1	qid:424	1:0	2:14.119065	3:13.9709635	4:0	5:19.564543	6:21.589703	7:0	8:0	# A chiropractor treating a patient. Wellcome L0034592.jpg	en|chiropractor
-1	qid:424	1:0	2:18.72873	3:0	4:0	5:0	6:20.231787	7:0	8:0	# Paterson Chiropractor.png	en|chiropractor
0	qid:424	1:0	2:18.683493	3:0	4:0	5:22.519314	6:17.849535	7:0	8:0	# Chiropractor in Groningen.JPG	en|chiropractor
1	qid:425	1:0	2:40.582798	3:33.061695	4:0	5:35.385242	6:34.195194	7:0	8:0	# Cho Yiu Chuen.jpg	en|Cho yiu chuen
-1	qid:426	1:0	2:0	3:0	4:0	5:0	6:38.788914	7:0	8:0	# Octopus minor with scale.jpg	en|Cho_Mi-hwan
1	qid:427	1:0	2:26.855227	3:0	4:0	5:0	6:25.559397	7:0	8:0	# PP Čimické údolí, chráněné území ČSSR.jpg	cs|Chráněné_území
-1	qid:428	1:0	2:10.435634	3:11.070484	4:0	5:0	6:18.158842	7:0	8:0	# Official portrait of Lord Davies of Oldham crop 2.jpg	en|Chris_Oldham
-1	qid:428	1:0	2:11.5372505	3:17.095608	4:0	5:0	6:23.703278	7:4.91923	8:0	# Hartford Mill, Oldham - geograph.org.uk - 695319.jpg	en|Chris_Oldham
-1	qid:428	1:0	2:10.669084	3:10.788116	4:0	5:0	6:18.231663	7:0	8:0	# Official portrait of Lord Davies of Oldham crop 1.jpg	en|Chris_Oldham
-1	qid:429	1:0	2:20.1842	3:10.748701	4:0	5:12.651944	6:19.267626	7:0	8:0	# Homage to Christopher Columbus.jpg	en|christopher columbus
1	qid:429	1:20.495829	2:15.799257	3:8.560152	4:0	5:11.15307	6:19.983932	7:17.393978	8:11.357901	# Portrait of a Man, Said to be Christopher Columbus.jpg	en|christopher columbus
1	qid:429	1:6.4568777	2:23.064032	3:12.908249	4:23.52776	5:27.933773	6:23.617783	7:12.861334	8:0	# Christopher Columbus.PNG	en|christopher columbus
1	qid:429	1:0	2:19.315178	3:15.273061	4:0	5:27.190544	6:18.97375	7:0	8:0	# Statue of Christopher Columbus-Vienna.jpg	en|christopher columbus
0	qid:429	1:0	2:0	3:0	4:0	5:0	6:0	7:13.377893	8:0	# LA2-NSRW-4-0262.jpg	en|christopher columbus
-1	qid:429	1:0	2:19.315285	3:20.3744	4:0	5:27.254045	6:21.126106	7:0	8:0	# Pittsburgh Christopher Columbus monument wrapped.jpg	en|christopher columbus
-1	qid:429	1:0	2:18.069977	3:9.993963	4:0	5:25.742	6:21.837688	7:0	8:0	# Barcelona Christopher Columbus Monument detail 14.jpg	en|christopher columbus
0	qid:429	1:0	2:15.0808935	3:18.351757	4:0	5:21.429358	6:20.731382	7:0	8:12.11928	# Engraving of Christopher Columbus from The World's History (1901–1907).jpg	en|christopher columbus
-1	qid:429	1:0	2:0	3:22.211823	4:0	5:0	6:8.06909	7:0	8:0	# May Yohe 4.jpg	en|christopher columbus
-1	qid:43	1:0	2:0	3:0	4:0	5:0	6:14.032658	7:0	8:0	# Wikipedia Workshop, Rajshahi University, November 2018 (29).jpg	bn|২৯_নভেম্বর
-1	qid:43	1:3.5647786	2:0	3:0	4:0	5:0	6:0	7:10.142591	8:0	# WCNA 2019 - Saturday 579.jpg	bn|২৯_নভেম্বর
-1	qid:43	1:0	2:0	3:0	4:0	5:0	6:14.819397	7:0	8:0	# Wikipedia 15 year celebration edit-a-thon by Wikimedia Bangladesh on 27 November 2015 29.jpg	bn|২৯_নভেম্বর
-1	qid:430	1:0	2:14.291677	3:0	4:0	5:0	6:23.426073	7:0	8:0	# Józef Morton. Tablica pamiątkowa przed szkołą w Chrobrzu.jpg	pl|chrobrzu
1	qid:431	1:0	2:0	3:0	4:7.243008	5:0	6:3.4334934	7:0	8:0	# Chrjebja – Cyrkej.jpg	en|church
1	qid:431	1:0	2:4.588542	3:3.9927208	4:0	5:6.627564	6:6.8890347	7:0	8:0	# Interior of Upton Hellions church - geograph.org.uk - 2380032.jpg	en|church
1	qid:431	1:4.174282	2:0	3:0	4:0	5:0	6:2.837758	7:6.554404	8:0	# Dlieja de San Antone dovia cun nubles Urtijëi.jpg	en|church
1	qid:431	1:2.8922734	2:5.2972946	3:4.387907	4:0	5:6.987444	6:4.0704865	7:4.385954	8:0	# Temple Church 5, London, UK - Diliff.jpg	en|church
-1	qid:431	1:0	2:4.8026814	3:2.851923	4:5.9323835	5:7.6187744	6:6.990762	7:0	8:0	# Frederic Edwin Church - Aurora Borealis - Google Art Project.jpg	en|church
1	qid:431	1:0	2:5.903194	3:4.8097434	4:0	5:7.3851027	6:5.503021	7:6.5936656	8:0	# Church Sant'Elena (Venice) Cloister.jpg	en|church
0	qid:431	1:0	2:6.2624216	3:5.667314	4:0	5:7.3851027	6:6.045828	7:0	8:0	# Kaleva Church 4.jpg	en|church
1	qid:431	1:0	2:5.915184	3:3.1314	4:0	5:7.406579	6:5.421624	7:0	8:0	# Church Maria Loreto Stühlingen.jpg	en|church
1	qid:431	1:0	2:0	3:5.4824276	4:0	5:0	6:4.3333607	7:10.028679	8:0	# SeabrookNH FirstUnitarianChurch.jpg	en|church
1	qid:431	1:5.0723133	2:6.849334	3:3.3122785	4:0	5:8.346925	6:5.384545	7:8.062056	8:0	# Church of Antipia and Lazarevskaya Church - Suzdal.jpg	en|church
-1	qid:432	1:10.7340355	2:0	3:0	4:0	5:0	6:15.501189	7:21.42703	8:0	# Igreja do Santíssimo Sacramento de Sant'Ana Salvador 2019-1740.jpg	en|Church of Saint Anne
1	qid:432	1:10.569847	2:11.531495	3:18.360435	4:0	5:16.11721	6:15.2353945	7:11.051162	8:0	# 1897Saints Joachim and Anne Parish Church (Calumpang, Liliw, Laguna) 17.jpg	en|Church of Saint Anne
1	qid:432	1:0	2:21.703842	3:16.627281	4:0	5:32.605267	6:22.053234	7:0	8:0	# Polná, Church of Saint Anne (01).jpg	en|Church of Saint Anne
1	qid:432	1:0	2:20.556255	3:19.802631	4:0	5:31.92767	6:22.068491	7:0.74058014	8:0	# Church of Saint Anne in Łódź (1).JPG	en|Church of Saint Anne
1	qid:432	1:0	2:14.113301	3:20.678848	4:0	5:21.015135	6:16.98894	7:0	8:0	# Church of St Anne in Budapest I. district-4.jpg	en|Church of Saint Anne
-1	qid:432	1:10.358501	2:11.518764	3:0	4:0	5:16.111334	6:15.199001	7:10.987741	8:0	# 1846Saints Joachim and Anne Parish Church (Calumpang, Liliw, Laguna) 26.jpg	en|Church of Saint Anne
1	qid:432	1:0	2:20.584852	3:11.7932205	4:0	5:28.592262	6:25.007711	7:0	8:0	# Belfry of the Saint Anne church (8602445987).jpg	en|Church of Saint Anne
-1	qid:433	1:0	2:0	3:9.803277	4:0	5:0	6:0	7:0	8:0	# PulpFictionPosterSpoof.jpg	en|Cigarettes_&_Cush
-1	qid:434	1:0	2:0	3:0	4:0	5:0	6:7.486743	7:0	8:0	# Värja med klinga av Clemens Horn, Solingen ca 1595-1600, fäste av Johan Pedersson - Livrustkammaren - 35150-negative.tif	cs|Circa_1998–2002
-1	qid:434	1:0	2:0	3:0	4:0	5:0	6:9.17008	7:0	8:0	# Värja av nederländsk-svensk typ - Livrustkammaren - 19529.tif	cs|Circa_1998–2002
1	qid:435	1:0	2:19.103256	3:10.122926	4:0	5:25.001034	6:20.556534	7:0	8:0	# Citizen Attesa Eco-Drive ATV53-3023 01.JPG	en|citizen eco
1	qid:435	1:0	2:20.993183	3:8.931137	4:0	5:29.483444	6:24.582407	7:0	8:0	# Citizen Eco-Drive Titanium Sapphire.jpg	en|citizen eco
1	qid:436	1:5.453051	2:6.63772	3:5.507194	4:0	5:8.324558	6:5.5991836	7:7.564271	8:0	# DSCN4427 View from City of Glasgow College City Campus.jpg	en|city
0	qid:436	1:0	2:4.9228244	3:6.7724934	4:0	5:6.5968466	6:6.241869	7:0	8:0	# 0067jfMacArthur Highway Caloocan City Potrero Malabon Cityfvf 14.jpg	en|city
0	qid:436	1:0	2:6.079119	3:3.2059736	4:0	5:7.369895	6:4.82036	7:0	8:0	# Providence City Hall 2009.jpg	en|city
-1	qid:436	1:0	2:0	3:0	4:6.272535	5:6.473188	6:0	7:0	8:0	# Sailing ship, Stockholm ( 1090740).jpg	en|city
0	qid:436	1:5.61505	2:0	3:6.487967	4:0	5:0	6:4.9307976	7:8.050418	8:0	# CityTowersGreenMexico2020.jpg	en|city
1	qid:436	1:0	2:0	3:5.5344596	4:0	5:0	6:0	7:0	8:0	# Instituto do Câncer de São Paulo Octavio Frias de Oliveira.jpg	en|city
1	qid:436	1:0	2:5.720976	3:0	4:0	5:7.135471	6:3.9728456	7:0	8:0	# Bandung city at night (2517163687).jpg	en|city
1	qid:436	1:0	2:0	3:5.4382286	4:0	5:0	6:4.31349	7:0	8:0	# NYC Panorama edit2.jpg	en|city
0	qid:436	1:4.249028	2:6.401803	3:4.35222	4:0	5:7.5264626	6:5.4634833	7:6.5841646	8:0	# Atomic City ID1.jpg	en|city
0	qid:436	1:0	2:5.710547	3:6.0471377	4:0	5:0	6:3.520579	7:0	8:0	# Worker in São Paulo city.jpg	en|city
-1	qid:437	1:0	2:0	3:13.21005	4:0	5:0	6:0	7:0	8:0	# Dorie Ladner.jpg	en|civil rights
1	qid:437	1:0	2:15.572132	3:9.452667	4:16.34483	5:25.578648	6:8.0610075	7:0	8:0	# Lyndon Johnson signing Civil Rights Act, July 2, 1964.jpg	en|civil rights
-1	qid:437	1:0	2:0	3:4.330326	4:7.3653603	5:7.7901783	6:3.595571	7:0	8:0	# Senator Edwin D. Morgan, New York (2).jpg	en|civil rights
-1	qid:437	1:0	2:18.9248	3:11.805016	4:0	5:25.823174	6:10.551573	7:0	8:0	# 2013 Civil Rights Luncheon (8495807065).jpg	en|civil rights
-1	qid:437	1:8.372901	2:6.713773	3:6.6302114	4:0	5:9.5613575	6:7.41089	7:10.611566	8:0	# Dead soldier from the Civil War photo by Mathew Brady.jpg	en|civil rights
1	qid:437	1:0	2:0	3:15.621384	4:0	5:0	6:1.4143568	7:0	8:0	# Davis et. al v. St. Louis Housing Authority Judgment.png	en|civil rights
-1	qid:437	1:8.263307	2:9.61072	3:8.968793	4:0	5:11.584707	6:11.157736	7:14.605311	8:0	# Guardia Civil 01a.jpg	en|civil rights
0	qid:437	1:0	2:18.772575	3:11.751265	4:0	5:25.667177	6:10.586353	7:0	8:0	# 2013 Civil Rights Luncheon (8496956932).jpg	en|civil rights
-1	qid:437	1:0	2:18.772575	3:11.751265	4:0	5:25.667177	6:10.586353	7:0	8:0	# 2013 Civil Rights Luncheon (8496870786).jpg	en|civil rights
0	qid:437	1:0	2:17.789104	3:0	4:0	5:25.635445	6:7.8114753	7:0	8:0	# 2014 Civil Rights Act-Proof Dollar.jpg	en|civil rights
1	qid:438	1:0	2:16.401155	3:10.956016	4:17.411758	5:24.426075	6:7.9656525	7:0	8:0	# Civil War centennial issues.jpg	en|civil war
-1	qid:438	1:0	2:13.924475	3:6.5117216	4:0	5:21.041683	6:10.5125065	7:0	8:0	# Spanish Civil War - Mass grave - Estépar, Burgos.jpg	en|civil war
1	qid:438	1:16.960346	2:7.6930895	3:0	4:0	5:10.32076	6:5.9451766	7:26.870222	8:0	# B.29-Guerra-Civil-Enero.1939-Aspa.jpg	en|civil war
0	qid:438	1:12.08564	2:0	3:0	4:0	5:0	6:10.959446	7:23.018967	8:0	# Isometric view of General Grant's Virginia campaign. LOC 99448890.tif	en|civil war
1	qid:438	1:0	2:11.166121	3:0	4:0	5:19.087551	6:12.169783	7:0	8:0	# Sgt Major Christian Fleetwood - American Civil War Medal of Honor recipient - Restoration.jpg	en|civil war
0	qid:438	1:0	2:0	3:17.483805	4:0	5:0	6:0	7:0	8:0	# 2nd West Virginia Infantry.jpg	en|civil war
0	qid:438	1:0	2:16.416641	3:0	4:16.916409	5:24.483025	6:9.823245	7:0	8:0	# Chekka civil war map.png	en|civil war
-1	qid:438	1:0	2:14.557189	3:0	4:0	5:21.367722	6:9.820795	7:0	8:0	# Civil War Minié ball, bottom end.jpg	en|civil war
-1	qid:439	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Walking Down Broadway lobby card (cropped).jpg	vi|Cksum
-1	qid:439	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:0	# Walking Down Broadway lobby card.jpg	vi|Cksum
-1	qid:44	1:0	2:0	3:0	4:0	5:0	6:0	7:0	8:14.3257	# Portret van een Japanse vrouw met een baby op schoot, RP-F-2013-22-200.jpg	en|2PAC SHAKUR
-1	qid:44	1:0	2:15.831523	3:16.616537	4:0	5:20.701694	6:20.673603	7:0	8:0	# 2Pac and Eazy-E 4 Life.jpg	en|2PAC SHAKUR
1	qid:44	1:0	2:17.652205	3:18.183285	4:0	5:21.901648	6:22.981337	7:0	8:0	# 2Pac graffiti in Seattle.jpg	en|2PAC SHAKUR
1	qid:440	1:0	2:0	3:18.531067	4:0	5:0	6:0	7:0	8:0	# Jeu de main 16.jpg	en|clapping hands
0	qid:440	1:19.617771	2:0	3:15.726311	4:0	5:0	6:0	7:18.936523	8:0	# Designer Vladimir Bondarenko.jpg	en|clapping hands
-1	qid:440	1:0	2:0	3:0	4:0	5:0	6:21.45391	7:9.123931	8:0	# Major Buang taxies to a halt.jpg	en|clapping hands
1	qid:440	1:0	2:0	3:14.432298	4:0	5:0	6:10.105136	7:0	8:0	# Clap, for the NHS (49922519367).jpg	en|clapping hands
1	qid:440	1:0	2:25.868122	3:15.514164	4:0	5:38.158897	6:8.236989	7:0	8:0	# Clapping hands in the room.jpg	en|clapping hands
1	qid:440	1:0	2:29.389202	3:21.58306	4:0	5:13.7226095	6:23.872318	7:0	8:0	# Hands-Clapping.jpg	en|clapping hands
-1	qid:440	1:12.328271	2:0	3:18.441967	4:0	5:0	6:0	7:9.365532	8:14.381689	# Jeu de main 12.jpg	en|clapping hands
-1	qid:440	1:3.461509	2:0	3:0	4:0	5:0	6:0	7:9.456643	8:0	# BookOfNurseryRhymes8.jpg	en|clapping hands
-1	qid:441	1:0	2:0	3:0	4:0	5:0	6:4.983412	7:3.7602682	8:0	# BDD Variable Ordering VisuBDD Bad.png	cs|Classpath_(Java)
1	qid:442	1:0	2:12.858567	3:0	4:0	5:15.734881	6:13.24492	7:0	8:0	# OLPC classroom teaching.JPG	en|classroom
-1	qid:442	1:0	2:0	3:0	4:0	5:0	6:0	7:11.338033	8:0	# Rothbardmedal.jpg	en|classroom
-1	qid:442	1:0	2:12.480089	3:0	4:0	5:12.6841755	6:16.113216	7:0	8:0	# Multimedia Classroom - How do you plan for the ideal multimedia classroom.jpg	en|classroom
1	qid:442	1:0	2:0	3:12.10021	4:0	5:0	6:0	7:0	8:12.547978	# Israeli School Reut 1st Class 5.jpg	en|classroom
-1	qid:442	1:0	2:10.340429	3:0	4:0	5:14.054787	6:15.448374	7:0	8:0	# Logo - Reading Wikipedia in the Classroom - Arabic.png	en|classroom
-1	qid:442	1:0	2:9.814598	3:13.7144375	4:0	5:13.201502	6:12.929406	7:0	8:0	# Central Classroom Building (San José State University) - DSC03927.JPG	en|classroom
-1	qid:442	1:10.338841	2:0	3:0	4:0	5:0	6:10.054394	7:10.70012	8:0	# Seth Becker.jpg	en|classroom
1	qid:442	1:0	2:13.272246	3:0	4:0	5:15.783081	6:10.403988	7:0	8:0	# Classroom Activities (36455091301).jpg	en|classroom
1	qid:442	1:0	2:13.778144	3:0	4:0	5:16.267126	6:9.973839	7:0	8:0	# Classroom SIMS.JPG	en|classroom
-1	qid:442	1:0	2:12.878591	3:0	4:0	5:15.839469	6:15.171406	7:0	8:0	# BMSCE Classroom Block.jpg	en|classroom
-1	qid:443	1:0	2:11.7625065	3:9.371047	4:24.880733	5:12.387487	6:22.72243	7:0	8:0	# MS Monet.jpg	en|claude monet
1	qid:443	1:0	2:18.591667	3:15.502881	4:19.286282	5:29.267365	6:23.999912	7:0	8:14.398076	# Claude Monet - Le palais da Mula.jpg	en|claude monet
1	qid:443	1:14.976746	2:19.523771	3:10.268641	4:0	5:27.495129	6:26.408272	7:22.665104	8:0	# Claude Monet 1899 Nadar crop.jpg	en|claude monet
1	qid:443	1:0	2:0	3:19.405853	4:0	5:0	6:28.143093	7:0	8:0	# Les Tilleuls à Poissy.png	en|claude monet
1	qid:443	1:0	2:16.500084	3:14.7463045	4:0	5:26.439129	6:21.85053	7:0	8:13.530405	# Claude Monet - Woman with a Parasol - Madame Monet and Her Son - Google Art Project.jpg	en|claude monet
1	qid:443	1:0	2:18.746449	3:0	4:11.122095	5:27.622765	6:21.93407	7:0	8:0	# Claude Monet - Jardin à Sainte-Adresse.jpg	en|claude monet
1	qid:443	1:0	2:15.593824	3:16.320814	4:8.359196	5:24.40501	6:22.550333	7:0	8:0	# Claude Monet - Val Saint Nicolas near Dieppe in the Morning.jpg	en|claude monet
1	qid:443	1:0	2:22.110516	3:14.847921	4:0	5:28.39046	6:25.93164	7:0	8:0	# Claude Monet 022.jpg	en|claude monet
1	qid:443	1:0	2:16.927048	3:23.218384	4:11.369345	5:27.114239	6:24.473682	7:0	8:0	# Claude Monet - On the Boat - Google Art Project.jpg	en|claude monet
1	qid:443	1:0	2:22.092537	3:19.784456	4:0	5:28.3681	6:23.054869	7:0	8:13.873397	# Claude Monet 052.jpg	en|claude monet
1	qid:444	1:0	2:8.985147	3:16.103899	4:0	5:11.281727	6:11.713879	7:0	8:0	# Claycross Tunnel track relaying (7346407300).jpg	en|Clay cross tunnel
1	qid:444	1:0	2:22.593458	3:15.956062	4:0	5:38.001083	6:31.179924	7:6.1841874	8:0	# Clay Cross Tunnel Entrance - geograph.org.uk - 304623.jpg	en|Clay cross tunnel
1	qid:444	1:0	2:26.333824	3:25.172441	4:0	5:24.637568	6:30.203289	7:0	8:0	# View through Clay Cross Tunnel.jpg	en|Clay cross tunnel
-1	qid:444	1:0	2:23.756247	3:0	4:0	5:31.232197	6:31.214405	7:0	8:0	# Clay Cross - Job Centre and tunnel vent.jpg	en|Clay cross tunnel
1	qid:444	1:0	2:9.987846	3:15.02454	4:0	5:0	6:12.204287	7:0	8:0	# 66157 Claycross Tunnel.jpg	en|Clay cross tunnel
1	qid:444	1:0	2:7.363912	3:24.018602	4:0	5:10.177333	6:11.9091425	7:0	8:0	# Claycross Tunnel mouth after the passing of 5043. (5271192848).jpg	en|Clay cross tunnel
1	qid:444	1:0	2:23.815634	3:21.52811	4:0	5:38.905067	6:35.009464	7:0	8:0	# Clay Cross Tunnel - geograph.org.uk - 404556.jpg	en|Clay cross tunnel
1	qid:444	1:0	2:29.522503	3:31.134214	4:0	5:25.903997	6:16.788387	7:0	8:0	# Clay Cross Tunnel.jpg	en|Clay cross tunnel
